kode_prompt,video,varian,penilai,kategori_penilai,skor_clarity,skor_structure,skor_creativity,skor_completeness
N2_V4,Keuntungan dan Kerugian,Interaktif,AI10,Ahli_AI,8.25,7.75,9.00,8.00
N2_V4,Keuntungan dan Kerugian,Interaktif,AI11,Ahli_AI,8.75,7.25,9.25,8.50
N2_V4,Keuntungan dan Kerugian,Interaktif,AI12,Ahli_AI,8.00,7.50,8.75,8.00
N2_V5,Keuntungan dan Kerugian,Analitis,Guru1,Guru_Matematika,7.50,8.00,7.00,8.00
N2_V5,Keuntungan dan Kerugian,Analitis,Guru2,Guru_Matematika,7.75,7.75,7.25,8.25
N2_V5,Keuntungan dan Kerugian,Analitis,Guru3,Guru_Matematika,7.25,8.25,6.75,7.75
N2_V5,Keuntungan dan Kerugian,Analitis,Guru4,Guru_Matematika,7.00,8.00,7.00,8.00
N2_V5,Keuntungan dan Kerugian,Analitis,Guru5,Guru_Matematika,7.50,7.50,6.50,7.50
N2_V5,Keuntungan dan Kerugian,Analitis,Guru6,Guru_Matematika,7.75,7.75,7.25,8.25
N2_V5,Keuntungan dan Kerugian,Analitis,Guru7,Guru_Matematika,7.25,8.25,6.75,7.75
N2_V5,Keuntungan dan Kerugian,Analitis,Guru8,Guru_Matematika,7.00,8.00,7.00,8.00
N2_V5,Keuntungan dan Kerugian,Analitis,Guru9,Guru_Matematika,7.50,7.50,6.50,7.50
N2_V5,Keuntungan dan Kerugian,Analitis,AI1,Ahli_AI,8.00,8.50,7.50,8.50
N2_V5,Keuntungan dan Kerugian,Analitis,AI2,Ahli_AI,7.75,8.25,7.75,8.75
N2_V5,Keuntungan dan Kerugian,Analitis,AI3,Ahli_AI,8.25,8.75,7.25,9.00
N2_V5,Keuntungan dan Kerugian,Analitis,AI4,Ahli_AI,7.50,8.25,7.50,8.50
N2_V5,Keuntungan dan Kerugian,Analitis,AI5,Ahli_AI,8.00,8.00,7.00,8.00
N2_V5,Keuntungan dan Kerugian,Analitis,AI6,Ahli_AI,7.75,8.50,7.75,8.50
N2_V5,Keuntungan dan Kerugian,Analitis,AI7,Ahli_AI,8.25,8.75,7.25,9.00
N2_V5,Keuntungan dan Kerugian,Analitis,AI8,Ahli_AI,7.50,8.25,7.50,8.50
N2_V5,Keuntungan dan Kerugian,Analitis,AI9,Ahli_AI,8.00,8.00,7.00,8.00
N2_V5,Keuntungan dan Kerugian,Analitis,AI10,Ahli_AI,7.75,8.50,7.75,8.50
N2_V5,Keuntungan dan Kerugian,Analitis,AI11,Ahli_AI,8.25,8.75,7.25,9.00
N2_V5,Keuntungan dan Kerugian,Analitis,AI12,Ahli_AI,7.50,8.25,7.50,8.50
N2_V6,Bunga dan Pajak,Teori,Guru1,Guru_Matematika,7.00,7.50,6.00,6.50
N2_V6,Bunga dan Pajak,Teori,Guru2,Guru_Matematika,7.25,7.25,6.25,6.75
N2_V6,Bunga dan Pajak,Teori,Guru3,Guru_Matematika,6.75,7.75,5.75,6.25
N2_V6,Bunga dan Pajak,Teori,Guru4,Guru_Matematika,6.50,7.50,6.00,6.50
N2_V6,Bunga dan Pajak,Teori,Guru5,Guru_Matematika,7.00,7.00,5.50,6.00
N2_V6,Bunga dan Pajak,Teori,Guru6,Guru_Matematika,7.25,7.25,6.25,6.75
N2_V6,Bunga dan Pajak,Teori,Guru7,Guru_Matematika,6.75,7.75,5.75,6.25
N2_V6,Bunga dan Pajak,Teori,Guru8,Guru_Matematika,6.50,7.50,6.00,6.50
N2_V6,Bunga dan Pajak,Teori,Guru9,Guru_Matematika,7.00,7.00,5.50,6.00
N2_V6,Bunga dan Pajak,Teori,AI1,Ahli_AI,7.50,8.00,6.50,7.00
N2_V6,Bunga dan Pajak,Teori,AI2,Ahli_AI,7.25,7.75,6.75,7.25
N2_V6,Bunga dan Pajak,Teori,AI3,Ahli_AI,7.75,8.25,6.25,7.50
N2_V6,Bunga dan Pajak,Teori,AI4,Ahli_AI,7.00,7.75,6.50,7.00
N2_V6,Bunga dan Pajak,Teori,AI5,Ahli_AI,7.50,7.50,6.00,6.75
N2_V6,Bunga dan Pajak,Teori,AI6,Ahli_AI,7.25,8.00,6.75,7.25
N2_V6,Bunga dan Pajak,Teori,AI7,Ahli_AI,7.75,8.25,6.25,7.50
N2_V6,Bunga dan Pajak,Teori,AI8,Ahli_AI,7.00,7.75,6.50,7.00
N2_V6,Bunga dan Pajak,Teori,AI9,Ahli_AI,7.50,7.50,6.00,6.75
N2_V6,Bunga dan Pajak,Teori,AI10,Ahli_AI,7.25,8.00,6.75,7.25
N2_V6,Bunga dan Pajak,Teori,AI11,Ahli_AI,7.75,8.25,6.25,7.50
N2_V6,Bunga dan Pajak,Teori,AI12,Ahli_AI,7.00,7.75,6.50,7.00
N2_V7,Bunga dan Pajak,Aplikasi,Guru1,Guru_Matematika,8.50,8.00,8.50,8.50
N2_V7,Bunga dan Pajak,Aplikasi,Guru2,Guru_Matematika,8.75,8.25,8.75,8.75
N2_V7,Bunga dan Pajak,Aplikasi,Guru3,Guru_Matematika,8.25,7.75,8.25,8.25
N2_V7,Bunga dan Pajak,Aplikasi,Guru4,Guru_Matematika,8.00,8.00,8.50,8.50
N2_V7,Bunga dan Pajak,Aplikasi,Guru5,Guru_Matematika,8.50,7.50,8.00,8.00
N2_V7,Bunga dan Pajak,Aplikasi,Guru6,Guru_Matematika,8.75,8.25,8.75,8.75
N2_V7,Bunga dan Pajak,Aplikasi,Guru7,Guru_Matematika,8.25,7.75,8.25,8.25
N2_V7,Bunga dan Pajak,Aplikasi,Guru8,Guru_Matematika,8.00,8.00,8.50,8.50
N2_V7,Bunga dan Pajak,Aplikasi,Guru9,Guru_Matematika,8.50,7.50,8.00,8.00
N2_V7,Bunga dan Pajak,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,9.00
N2_V7,Bunga dan Pajak,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
N2_V7,Bunga dan Pajak,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.25
N2_V7,Bunga dan Pajak,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.75
N2_V7,Bunga dan Pajak,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.50
N2_V7,Bunga dan Pajak,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,9.00
N2_V7,Bunga dan Pajak,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.25
N2_V7,Bunga dan Pajak,Aplikasi,AI8,Ahli_AI,8.50,8.75,8.75,8.75
N2_V7,Bunga dan Pajak,Aplikasi,AI9,Ahli_AI,9.00,8.00,8.50,8.50
N2_V7,Bunga dan Pajak,Aplikasi,AI10,Ahli_AI,8.75,8.50,9.00,9.00
N2_V7,Bunga dan Pajak,Aplikasi,AI11,Ahli_AI,9.25,8.25,9.25,9.25
N2_V7,Bunga dan Pajak,Aplikasi,AI12,Ahli_AI,8.50,8.75,8.75,8.75
N2_V8,Bunga dan Pajak,Visual,Guru1,Guru_Matematika,8.00,7.50,9.00,8.00
N2_V8,Bunga dan Pajak,Visual,Guru2,Guru_Matematika,8.25,7.75,8.75,8.25
N2_V8,Bunga dan Pajak,Visual,Guru3,Guru_Matematika,7.75,7.25,9.25,7.75
N2_V8,Bunga dan Pajak,Visual,Guru4,Guru_Matematika,7.50,7.50,9.00,8.00
N2_V8,Bunga dan Pajak,Visual,Guru5,Guru_Matematika,8.00,7.00,8.50,7.50
N2_V8,Bunga dan Pajak,Visual,Guru6,Guru_Matematika,8.25,7.75,8.75,8.25
N2_V8,Bunga dan Pajak,Visual,Guru7,Guru_Matematika,7.75,7.25,9.25,7.75
N2_V8,Bunga dan Pajak,Visual,Guru8,Guru_Matematika,7.50,7.50,9.00,8.00
N2_V8,Bunga dan Pajak,Visual,Guru9,Guru_Matematika,8.00,7.00,8.50,7.50
N2_V8,Bunga dan Pajak,Visual,AI1,Ahli_AI,8.50,7.50,9.50,8.50
N2_V8,Bunga dan Pajak,Visual,AI2,Ahli_AI,8.25,7.75,9.25,8.75
N2_V8,Bunga dan Pajak,Visual,AI3,Ahli_AI,8.75,7.25,9.75,9.00
N2_V8,Bunga dan Pajak,Visual,AI4,Ahli_AI,8.00,7.75,9.25,8.50
N2_V8,Bunga dan Pajak,Visual,AI5,Ahli_AI,8.50,7.00,9.00,8.00
N2_V8,Bunga dan Pajak,Visual,AI6,Ahli_AI,8.25,7.50,9.50,8.50
N2_V8,Bunga dan Pajak,Visual,AI7,Ahli_AI,8.75,7.25,9.75,9.00
N2_V8,Bunga dan Pajak,Visual,AI8,Ahli_AI,8.00,7.50,9.25,8.50
N2_V8,Bunga dan Pajak,Visual,AI9,Ahli_AI,8.50,7.00,9.00,8.00
N2_V8,Bunga dan Pajak,Visual,AI10,Ahli_AI,8.25,7.75,9.50,8.50
N2_V8,Bunga dan Pajak,Visual,AI11,Ahli_AI,8.75,7.25,9.75,9.00
N2_V8,Bunga dan Pajak,Visual,AI12,Ahli_AI,8.00,7.50,9.25,8.50
N2_V9,Bunga dan Pajak,Interaktif,Guru1,Guru_Matematika,7.50,7.00,8.00,7.00
N2_V9,Bunga dan Pajak,Interaktif,Guru2,Guru_Matematika,7.75,7.25,8.25,7.25
N2_V9,Bunga dan Pajak,Interaktif,Guru3,Guru_Matematika,7.25,6.75,7.75,6.75
N2_V9,Bunga dan Pajak,Interaktif,Guru4,Guru_Matematika,7.00,7.00,8.00,7.00
N2_V9,Bunga dan Pajak,Interaktif,Guru5,Guru_Matematika,7.50,6.50,7.50,6.50
N2_V9,Bunga dan Pajak,Interaktif,Guru6,Guru_Matematika,7.75,7.25,8.25,7.25
N2_V9,Bunga dan Pajak,Interaktif,Guru7,Guru_Matematika,7.25,6.75,7.75,6.75
N2_V9,Bunga dan Pajak,Interaktif,Guru8,Guru_Matematika,7.00,7.00,8.00,7.00
N2_V9,Bunga dan Pajak,Interaktif,Guru9,Guru_Matematika,7.50,6.50,7.50,6.50
N2_V9,Bunga dan Pajak,Interaktif,AI1,Ahli_AI,8.00,7.00,8.50,7.50
N2_V9,Bunga dan Pajak,Interaktif,AI2,Ahli_AI,7.75,7.25,8.25,7.75
N2_V9,Bunga dan Pajak,Interaktif,AI3,Ahli_AI,8.25,6.75,8.75,8.00
N2_V9,Bunga dan Pajak,Interaktif,AI4,Ahli_AI,7.50,7.25,8.25,7.75
N2_V9,Bunga dan Pajak,Interaktif,AI5,Ahli_AI,8.00,6.50,8.00,7.25
N2_V9,Bunga dan Pajak,Interaktif,AI6,Ahli_AI,7.75,7.00,8.50,7.50
N2_V9,Bunga dan Pajak,Interaktif,AI7,Ahli_AI,8.25,6.75,8.75,8.00
N2_V9,Bunga dan Pajak,Interaktif,AI8,Ahli_AI,7.50,7.25,8.25,7.75
N2_V9,Bunga dan Pajak,Interaktif,AI9,Ahli_AI,8.00,6.50,8.00,7.25
N2_V9,Bunga dan Pajak,Interaktif,AI10,Ahli_AI,7.75,7.00,8.50,7.50
N2_V9,Bunga dan Pajak,Interaktif,AI11,Ahli_AI,8.25,6.75,8.75,8.00
N2_V9,Bunga dan Pajak,Interaktif,AI12,Ahli_AI,7.50,7.25,8.25,7.75
N2_V10,Bunga dan Pajak,Analitis,Guru1,Guru_Matematika,7.50,7.50,7.00,8.00
N2_V10,Bunga dan Pajak,Analitis,Guru2,Guru_Matematika,7.75,7.25,7.25,8.25
N2_V10,Bunga dan Pajak,Analitis,Guru3,Guru_Matematika,7.25,7.75,6.75,7.75
N2_V10,Bunga dan Pajak,Analitis,Guru4,Guru_Matematika,7.00,7.50,7.00,8.00
N2_V10,Bunga dan Pajak,Analitis,Guru5,Guru_Matematika,7.50,7.00,6.50,7.50
N2_V10,Bunga dan Pajak,Analitis,Guru6,Guru_Matematika,7.75,7.25,7.25,8.25
N2_V10,Bunga dan Pajak,Analitis,Guru7,Guru_Matematika,7.25,7.75,6.75,7.75
N2_V10,Bunga dan Pajak,Analitis,Guru8,Guru_Matematika,7.00,7.50,7.00,8.00
N2_V10,Bunga dan Pajak,Analitis,Guru9,Guru_Matematika,7.50,7.00,6.50,7.50
N2_V10,Bunga dan Pajak,Analitis,AI1,Ahli_AI,8.00,8.00,7.50,8.50
N2_V10,Bunga dan Pajak,Analitis,AI2,Ahli_AI,7.75,7.75,7.75,8.75
N2_V10,Bunga dan Pajak,Analitis,AI3,Ahli_AI,8.25,8.25,7.25,9.00
N2_V10,Bunga dan Pajak,Analitis,AI4,Ahli_AI,7.50,7.75,7.50,8.50
N2_V10,Bunga dan Pajak,Analitis,AI5,Ahli_AI,8.00,7.50,7.00,8.00
N2_V10,Bunga dan Pajak,Analitis,AI6,Ahli_AI,7.75,8.00,7.75,8.50
N2_V10,Bunga dan Pajak,Analitis,AI7,Ahli_AI,8.25,8.25,7.25,9.00
N2_V10,Bunga dan Pajak,Analitis,AI8,Ahli_AI,7.50,7.75,7.50,8.50
N2_V10,Bunga dan Pajak,Analitis,AI9,Ahli_AI,8.00,7.50,7.00,8.00
N2_V10,Bunga dan Pajak,Analitis,AI10,Ahli_AI,7.75,8.00,7.75,8.50
N2_V10,Bunga dan Pajak,Analitis,AI11,Ahli_AI,8.25,8.25,7.25,9.00
N2_V10,Bunga dan Pajak,Analitis,AI12,Ahli_AI,7.50,7.75,7.50,8.50
N2_V11,Bruto Tara Netto,Teori,Guru1,Guru_Matematika,7.50,8.00,6.50,7.00
N2_V11,Bruto Tara Netto,Teori,Guru2,Guru_Matematika,7.75,7.75,6.75,7.25
N2_V11,Bruto Tara Netto,Teori,Guru3,Guru_Matematika,7.25,8.25,6.25,6.75
N2_V11,Bruto Tara Netto,Teori,Guru4,Guru_Matematika,7.00,8.00,6.50,7.00
N2_V11,Bruto Tara Netto,Teori,Guru5,Guru_Matematika,7.50,7.50,6.00,6.50
N2_V11,Bruto Tara Netto,Teori,Guru6,Guru_Matematika,7.75,7.75,6.75,7.25
N2_V11,Bruto Tara Netto,Teori,Guru7,Guru_Matematika,7.25,8.25,6.25,6.75
N2_V11,Bruto Tara Netto,Teori,Guru8,Guru_Matematika,7.00,8.00,6.50,7.00
N2_V11,Bruto Tara Netto,Teori,Guru9,Guru_Matematika,7.50,7.50,6.00,6.50
N2_V11,Bruto Tara Netto,Teori,AI1,Ahli_AI,8.00,8.50,7.00,7.50
N2_V11,Bruto Tara Netto,Teori,AI2,Ahli_AI,7.75,8.25,7.25,7.75
N2_V11,Bruto Tara Netto,Teori,AI3,Ahli_AI,8.25,8.75,6.75,8.00
N2_V11,Bruto Tara Netto,Teori,AI4,Ahli_AI,7.50,8.25,7.00,7.50
N2_V11,Bruto Tara Netto,Teori,AI5,Ahli_AI,8.00,8.00,6.50,7.25
N2_V11,Bruto Tara Netto,Teori,AI6,Ahli_AI,7.75,8.50,7.25,7.75
N2_V11,Bruto Tara Netto,Teori,AI7,Ahli_AI,8.25,8.75,6.75,8.00
N2_V11,Bruto Tara Netto,Teori,AI8,Ahli_AI,7.50,8.25,7.00,7.50
N2_V11,Bruto Tara Netto,Teori,AI9,Ahli_AI,8.00,8.00,6.50,7.25
N2_V11,Bruto Tara Netto,Teori,AI10,Ahli_AI,7.75,8.50,7.25,7.75
N2_V11,Bruto Tara Netto,Teori,AI11,Ahli_AI,8.25,8.75,6.75,8.00
N2_V11,Bruto Tara Netto,Teori,AI12,Ahli_AI,7.50,8.25,7.00,7.50
N2_V12,Bruto Tara Netto,Aplikasi,Guru1,Guru_Matematika,8.50,8.00,8.50,8.50
N2_V12,Bruto Tara Netto,Aplikasi,Guru2,Guru_Matematika,8.75,8.25,8.75,8.75
N2_V12,Bruto Tara Netto,Aplikasi,Guru3,Guru_Matematika,8.25,7.75,8.25,8.25
N2_V12,Bruto Tara Netto,Aplikasi,Guru4,Guru_Matematika,8.00,8.00,8.50,8.50
N2_V12,Bruto Tara Netto,Aplikasi,Guru5,Guru_Matematika,8.50,7.50,8.00,8.00
N2_V12,Bruto Tara Netto,Aplikasi,Guru6,Guru_Matematika,8.75,8.25,8.75,8.75
N2_V12,Bruto Tara Netto,Aplikasi,Guru7,Guru_Matematika,8.25,7.75,8.25,8.25
N2_V12,Bruto Tara Netto,Aplikasi,Guru8,Guru_Matematika,8.00,8.00,8.50,8.50
N2_V12,Bruto Tara Netto,Aplikasi,Guru9,Guru_Matematika,8.50,7.50,8.00,8.00
N2_V12,Bruto Tara Netto,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,9.00
N2_V12,Bruto Tara Netto,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
N2_V12,Bruto Tara Netto,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.25
N2_V12,Bruto Tara Netto,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.75
N2_V12,Bruto Tara Netto,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.50
N2_V12,Bruto Tara Netto,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,9.00
N2_V12,Bruto Tara Netto,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.25
N2_V12,Bruto Tara Netto,Aplikasi,AI8,Ahli_AI,8.50,8.75,8.75,8.75
N2_V12,Bruto Tara Netto,Aplikasi,AI9,Ahli_AI,9.00,8.00,8.50,8.50
N2_V12,Bruto Tara Netto,Aplikasi,AI10,Ahli_AI,8.75,8.50,9.00,9.00
N2_V12,Bruto Tara Netto,Aplikasi,AI11,Ahli_AI,9.25,8.25,9.25,9.25
N2_V12,Bruto Tara Netto,Aplikasi,AI12,Ahli_AI,8.50,8.75,8.75,8.75
N2_V13,Bruto Tara Netto,Visual,Guru1,Guru_Matematika,8.00,7.50,9.00,8.00
N2_V13,Bruto Tara Netto,Visual,Guru2,Guru_Matematika,8.25,7.75,8.75,8.25
N2_V13,Bruto Tara Netto,Visual,Guru3,Guru_Matematika,7.75,7.25,9.25,7.75
N2_V13,Bruto Tara Netto,Visual,Guru4,Guru_Matematika,7.50,7.50,9.00,8.00
N2_V13,Bruto Tara Netto,Visual,Guru5,Guru_Matematika,8.00,7.00,8.50,7.50
N2_V13,Bruto Tara Netto,Visual,Guru6,Guru_Matematika,8.25,7.75,8.75,8.25
N2_V13,Bruto Tara Netto,Visual,Guru7,Guru_Matematika,7.75,7.25,9.25,7.75
N2_V13,Bruto Tara Netto,Visual,Guru8,Guru_Matematika,7.50,7.50,9.00,8.00
N2_V13,Bruto Tara Netto,Visual,Guru9,Guru_Matematika,8.00,7.00,8.50,7.50
N2_V13,Bruto Tara Netto,Visual,AI1,Ahli_AI,8.50,7.50,9.50,8.50
N2_V13,Bruto Tara Netto,Visual,AI2,Ahli_AI,8.25,7.75,9.25,8.75
N2_V13,Bruto Tara Netto,Visual,AI3,Ahli_AI,8.75,7.25,9.75,9.00
N2_V13,Bruto Tara Netto,Visual,AI4,Ahli_AI,8.00,7.75,9.25,8.50
N2_V13,Bruto Tara Netto,Visual,AI5,Ahli_AI,8.50,7.00,9.00,8.00
N2_V13,Bruto Tara Netto,Visual,AI6,Ahli_AI,8.25,7.50,9.50,8.50
N2_V13,Bruto Tara Netto,Visual,AI7,Ahli_AI,8.75,7.25,9.75,9.00
N2_V13,Bruto Tara Netto,Visual,AI8,Ahli_AI,8.00,7.50,9.25,8.50
N2_V13,Bruto Tara Netto,Visual,AI9,Ahli_AI,8.50,7.00,9.00,8.00
N2_V13,Bruto Tara Netto,Visual,AI10,Ahli_AI,8.25,7.75,9.50,8.50
N2_V13,Bruto Tara Netto,Visual,AI11,Ahli_AI,8.75,7.25,9.75,9.00
N2_V13,Bruto Tara Netto,Visual,AI12,Ahli_AI,8.00,7.50,9.25,8.50
N2_V14,Bruto Tara Netto,Interaktif,Guru1,Guru_Matematika,7.50,7.00,8.00,7.00
N2_V14,Bruto Tara Netto,Interaktif,Guru2,Guru_Matematika,7.75,7.25,8.25,7.25
N2_V14,Bruto Tara Netto,Interaktif,Guru3,Guru_Matematika,7.25,6.75,7.75,6.75
N2_V14,Bruto Tara Netto,Interaktif,Guru4,Guru_Matematika,7.00,7.00,8.00,7.00
N2_V14,Bruto Tara Netto,Interaktif,Guru5,Guru_Matematika,7.50,6.50,7.50,6.50
N2_V14,Bruto Tara Netto,Interaktif,Guru6,Guru_Matematika,7.75,7.25,8.25,7.25
N2_V14,Bruto Tara Netto,Interaktif,Guru7,Guru_Matematika,7.25,6.75,7.75,6.75
N2_V14,Bruto Tara Netto,Interaktif,Guru8,Guru_Matematika,7.00,7.00,8.00,7.00
N2_V14,Bruto Tara Netto,Interaktif,Guru9,Guru_Matematika,7.50,6.50,7.50,6.50
N2_V14,Bruto Tara Netto,Interaktif,AI1,Ahli_AI,8.00,7.00,8.50,7.50
N2_V14,Bruto Tara Netto,Interaktif,AI2,Ahli_AI,7.75,7.25,8.25,7.75
N2_V14,Bruto Tara Netto,Interaktif,AI3,Ahli_AI,8.25,6.75,8.75,8.00
N2_V14,Bruto Tara Netto,Interaktif,AI4,Ahli_AI,7.50,7.25,8.25,7.75
N2_V14,Bruto Tara Netto,Interaktif,AI5,Ahli_AI,8.00,6.50,8.00,7.25
N2_V14,Bruto Tara Netto,Interaktif,AI6,Ahli_AI,7.75,7.00,8.50,7.50
N2_V14,Bruto Tara Netto,Interaktif,AI7,Ahli_AI,8.25,6.75,8.75,8.00
N2_V14,Bruto Tara Netto,Interaktif,AI8,Ahli_AI,7.50,7.25,8.25,7.75
N2_V14,Bruto Tara Netto,Interaktif,AI9,Ahli_AI,8.00,6.50,8.00,7.25
N2_V14,Bruto Tara Netto,Interaktif,AI10,Ahli_AI,7.75,7.00,8.50,7.50
N2_V14,Bruto Tara Netto,Interaktif,AI11,Ahli_AI,8.25,6.75,8.75,8.00
N2_V14,Bruto Tara Netto,Interaktif,AI12,Ahli_AI,7.50,7.25,8.25,7.75
N2_V15,Bruto Tara Netto,Analitis,Guru1,Guru_Matematika,7.50,7.50,7.00,8.00
N2_V15,Bruto Tara Netto,Analitis,Guru2,Guru_Matematika,7.75,7.25,7.25,8.25
N2_V15,Bruto Tara Netto,Analitis,Guru3,Guru_Matematika,7.25,7.75,6.75,7.75
N2_V15,Bruto Tara Netto,Analitis,Guru4,Guru_Matematika,7.00,7.50,7.00,8.00
N2_V15,Bruto Tara Netto,Analitis,Guru5,Guru_Matematika,7.50,7.00,6.50,7.50
N2_V15,Bruto Tara Netto,Analitis,Guru6,Guru_Matematika,7.75,7.25,7.25,8.25
N2_V15,Bruto Tara Netto,Analitis,Guru7,Guru_Matematika,7.25,7.75,6.75,7.75
N2_V15,Bruto Tara Netto,Analitis,Guru8,Guru_Matematika,7.00,7.50,7.00,8.00
N2_V15,Bruto Tara Netto,Analitis,Guru9,Guru_Matematika,7.50,7.00,6.50,7.50
N2_V15,Bruto Tara Netto,Analitis,AI1,Ahli_AI,8.00,8.00,7.50,8.50
N2_V15,Bruto Tara Netto,Analitis,AI2,Ahli_AI,7.75,7.75,7.75,8.75
N2_V15,Bruto Tara Netto,Analitis,AI3,Ahli_AI,8.25,8.25,7.25,9.00
N2_V15,Bruto Tara Netto,Analitis,AI4,Ahli_AI,7.50,7.75,7.50,8.50
N2_V15,Bruto Tara Netto,Analitis,AI5,Ahli_AI,8.00,7.50,7.00,8.00
N2_V15,Bruto Tara Netto,Analitis,AI6,Ahli_AI,7.75,8.00,7.75,8.50
N2_V15,Bruto Tara Netto,Analitis,AI7,Ahli_AI,8.25,8.25,7.25,9.00
N2_V15,Bruto Tara Netto,Analitis,AI8,Ahli_AI,7.50,7.75,7.50,8.50
N2_V15,Bruto Tara Netto,Analitis,AI9,Ahli_AI,8.00,7.50,7.00,8.00
N2_V15,Bruto Tara Netto,Analitis,AI10,Ahli_AI,7.75,8.00,7.75,8.50
N2_V15,Bruto Tara Netto,Analitis,AI11,Ahli_AI,8.25,8.25,7.25,9.00
N2_V15,Bruto Tara Netto,Analitis,AI12,Ahli_AI,7.50,7.75,7.50,8.50
N3_V1,Segi Banyak,Teori,Guru1,Guru_Matematika,8.00,8.50,7.00,7.50
N3_V1,Segi Banyak,Teori,Guru2,Guru_Matematika,8.25,8.25,7.25,7.75
N3_V1,Segi Banyak,Teori,Guru3,Guru_Matematika,7.75,8.75,6.75,7.25
N3_V1,Segi Banyak,Teori,Guru4,Guru_Matematika,7.50,8.50,7.00,7.50
N3_V1,Segi Banyak,Teori,Guru5,Guru_Matematika,8.00,8.00,6.50,7.00
N3_V1,Segi Banyak,Teori,Guru6,Guru_Matematika,8.25,8.25,7.25,7.75
N3_V1,Segi Banyak,Teori,Guru7,Guru_Matematika,7.75,8.75,6.75,7.25
N3_V1,Segi Banyak,Teori,Guru8,Guru_Matematika,7.50,8.50,7.00,7.50
N3_V1,Segi Banyak,Teori,Guru9,Guru_Matematika,8.00,8.00,6.50,7.00
N3_V1,Segi Banyak,Teori,AI1,Ahli_AI,8.50,9.00,7.50,8.00
N3_V1,Segi Banyak,Teori,AI2,Ahli_AI,8.25,8.75,7.75,8.25
N3_V1,Segi Banyak,Teori,AI3,Ahli_AI,8.75,9.25,7.25,8.50
N3_V1,Segi Banyak,Teori,AI4,Ahli_AI,8.00,8.75,7.50,8.00
N3_V1,Segi Banyak,Teori,AI5,Ahli_AI,8.50,8.50,7.00,7.75
N3_V1,Segi Banyak,Teori,AI6,Ahli_AI,8.25,9.00,7.75,8.25
N3_V1,Segi Banyak,Teori,AI7,Ahli_AI,8.75,9.25,7.25,8.50
N3_V1,Segi Banyak,Teori,AI8,Ahli_AI,8.00,8.75,7.50,8.00
N3_V1,Segi Banyak,Teori,AI9,Ahli_AI,8.50,8.50,7.00,7.75
N3_V1,Segi Banyak,Teori,AI10,Ahli_AI,8.25,9.00,7.75,8.25
N3_V1,Segi Banyak,Teori,AI11,Ahli_AI,8.75,9.25,7.25,8.50
N3_V1,Segi Banyak,Teori,AI12,Ahli_AI,8.00,8.75,7.50,8.00
N3_V2,Segi Banyak,Aplikasi,Guru1,Guru_Matematika,8.50,8.00,8.50,8.50
N3_V2,Segi Banyak,Aplikasi,Guru2,Guru_Matematika,8.75,8.25,8.75,8.75
N3_V2,Segi Banyak,Aplikasi,Guru3,Guru_Matematika,8.25,7.75,8.25,8.25
N3_V2,Segi Banyak,Aplikasi,Guru4,Guru_Matematika,8.00,8.00,8.50,8.50
N3_V2,Segi Banyak,Aplikasi,Guru5,Guru_Matematika,8.50,7.50,8.00,8.00
N3_V2,Segi Banyak,Aplikasi,Guru6,Guru_Matematika,8.75,8.25,8.75,8.75
N3_V2,Segi Banyak,Aplikasi,Guru7,Guru_Matematika,8.25,7.75,8.25,8.25
N3_V2,Segi Banyak,Aplikasi,Guru8,Guru_Matematika,8.00,8.00,8.50,8.50
N3_V2,Segi Banyak,Aplikasi,Guru9,Guru_Matematika,8.50,7.50,8.00,8.00
N3_V2,Segi Banyak,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,9.00
N3_V2,Segi Banyak,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
N3_V2,Segi Banyak,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.25
N3_V2,Segi Banyak,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.75
N3_V2,Segi Banyak,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.50
N3_V2,Segi Banyak,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,9.00
N3_V2,Segi Banyak,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.25
N3_V2,Segi Banyak,Aplikasi,AI8,Ahli_AI,8.50,8.75,8.75,8.75
N3_V2,Segi Banyak,Aplikasi,AI9,Ahli_AI,9.00,8.00,8.50,8.50
N3_V2,Segi Banyak,Aplikasi,AI10,Ahli_AI,8.75,8.50,9.00,9.00
